index,Country_code_A3,Name,C_group_IM24_sh,dev_country,Substance,FOOD_system_stage,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018
71,CMR,Cameroon,08:_Western_Africa,D,GWP_100_N2O,LULUC (Production),575.2355,575.2355,575.2355,575.2355,575.2355,575.5005,469.951,453.733,929.037,642.837,561.694,440.801,541.077,1170.9555,595.455,1109.0515,517.492,491.1245,713.7775,514.1265,610.931,557.507,465.9495,527.403,379.639,394.903,531.0865,528.198,426.6765
72,COD,Democratic Republic of the Congo,08:_Western_Africa,D,GWP_100_CO2,LULUC (Production),367776.7998,367776.7998,367776.7998,367776.7998,367776.7998,367778.4001,367782.6928,367781.0454,367781.0454,367775.2081,367772.0541,367757.2845,367757.2845,367756.3428,367754.8363,367754.8363,367754.8363,367753.8947,367753.8947,367753.8947,367752.2469,601372.5221,601372.5221,601372.5221,601372.5221,601371.5805,601372.6847,601372.6847,601371.0371
73,COD,Democratic Republic of the Congo,08:_Western_Africa,D,GWP_100_CH4,LULUC (Production),14905.0524,14905.0524,14905.0524,14905.0524,14905.0524,14905.0524,20892.6396,26124.6524,27128.4216,21973.8484,19556.0148,7301.1904,10874.9172,12915.7308,13512.1952,13621.3868,14366.1784,12165.3224,13279.0924,13030.5672,13551.4876,13882.19,12925.8612,13189.2488,12549.4096,13783.238,13935.2752,13371.9824,11475.9232
74,COD,Democratic Republic of the Congo,08:_Western_Africa,D,GWP_100_N2O,LULUC (Production),10114.7055,10114.7055,10114.7055,10114.7055,10114.7055,10114.8645,5874.2815,7330.536,7609.9255,6174.553,5501.188,6366.3865,9454.564,11217.9535,11733.246,11827.6125,12471.1915,10569.2335,11531.687,11316.931,11766.901,12052.677,11226.2745,11453.883,10900.987,11967.0025,12098.4955,11611.7435,9973.1425
75,COG,Congo,08:_Western_Africa,D,GWP_100_CO2,LULUC (Production),9434.5142,9434.5142,9434.5142,9434.5142,9434.5142,9400.1481,9345.4166,9307.1834,9313.8379,9331.3331,9179.7454,8994.0055,8991.6644,8959.9301,8948.2314,8966.3436,8988.9294,8958.7606,9015.2721,9008.3725,9035.2046,9134.2171,9362.8038,9409.7589,9474.2604,9474.2604,10409.0947,10442.9592,10469.3186
76,COG,Congo,08:_Western_Africa,D,GWP_100_N2O,LULUC (Production),493.1385,493.1385,493.1385,493.1385,493.1385,490.2765,459.033,448.062,428.876,440.324,406.457,371.901,355.524,485.321,453.945,461.153,487.4145,440.1385,414.46,430.1745,487.8385,543.197,486.646,498.6505,428.2665,520.884,622.1405,489.8525,577.435
77,COG,Congo,08:_Western_Africa,D,GWP_100_CH4,LULUC (Production),202.202,202.202,202.202,202.202,202.202,202.202,391.5268,366.8112,295.5064,331.1588,262.3124,67.368,48.8432,202.8068,167.8432,174.2328,201.936,151.0012,115.2256,134.3916,197.638,250.7792,160.5828,169.3524,80.7268,187.88,298.634,141.708,240.0916
78,COL,Colombia,06:_Rest South America,D,GWP_100_CO2,LULUC (Production),95333.4502,95333.4502,95333.4502,95333.4502,95333.4502,95377.6466,95377.6466,95377.6466,95393.5846,95412.6509,95446.8798,89335.8772,89356.5147,89372.7736,89424.0527,89424.0527,89424.0527,89434.9905,89442.3353,89449.055,89461.0099,60030.5483,60030.5483,60034.689,60034.689,60034.689,83242.6278,83250.5975,83250.5975
79,COL,Colombia,06:_Rest South America,D,GWP_100_N2O,LULUC (Production),183.168,183.168,183.168,183.168,183.168,187.885,125.928,200.4195,204.421,166.6055,255.4865,125.875,115.8845,196.471,435.5805,128.3395,162.3655,357.591,184.0425,143.2325,131.546,152.5075,145.379,168.3015,236.221,239.189,250.6635,196.259,517.0415
80,COL,Colombia,06:_Rest South America,D,GWP_100_CH4,LULUC (Production),176.5932,176.5932,176.5932,176.5932,176.5932,176.5932,159.5916,427.2072,431.9784,287.8176,587.7592,37.058,22.1312,113.1032,382.62,27.0676,66.4468,291.0376,88.2812,40.4236,25.2084,46.172,37.926,62.7256,141.3104,144.7544,157.4048,93.5648,464.8
81,COM,Comoros,09:_Eastern_Africa,D,GWP_100_CO2,LULUC (Production),59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556,59.8556
82,COM,Comoros,09:_Eastern_Africa,D,GWP_100_CH4,LULUC (Production),1.5904,1.5904,1.5904,1.5904,1.5904,1.5904,1.5344,1.5316,1.5932,1.4756,0.1316,0.0,0.0,0.0,0.0,15.2824,0.0,0.1736,0.5824,0.35,0.1176,0.0,0.0,0.1736,0.1176,0.6972,0.0,0.0,0.0588
83,COM,Comoros,09:_Eastern_Africa,D,GWP_100_N2O,LULUC (Production),1.1395,1.1395,1.1395,1.1395,1.1395,1.1395,0.424,0.424,0.4505,0.3975,0.0265,0.0,0.0,0.0,0.0,13.197,0.0,0.159,0.5035,0.2915,0.106,0.0,0.0,0.159,0.106,0.6095,0.0,0.0,0.053
84,CRI,Costa Rica,04:_Rest Central America,D,GWP_100_CO2,LULUC (Production),3373.5476,3373.5476,3373.5476,3373.5476,3373.5476,3373.5476,3373.5476,3373.5476,3373.5476,3373.5476,3373.5476,456.4062,452.2264,448.0471,448.0471,448.0471,448.0471,448.0471,448.0471,448.0471,448.0471,174.3378,174.3378,174.1043,149.4216,149.4216,149.4216,144.2352,141.1394
85,CRI,Costa Rica,04:_Rest Central America,D,GWP_100_N2O,LULUC (Production),32.489,32.489,32.489,32.489,32.489,32.489,27.2685,30.7135,36.729,30.21,30.634,34.768,29.15,32.277,26.447,24.698,24.38,39.803,24.38,25.546,28.8585,24.3005,30.528,38.16,26.2615,41.5785,40.5185,26.182,25.44
86,CRI,Costa Rica,04:_Rest Central America,D,GWP_100_CH4,LULUC (Production),11.0292,11.0292,11.0292,11.0292,11.0292,11.0292,6.594,18.9448,40.5888,17.122,18.6844,10.8052,4.8804,9.4696,2.73,0.6972,0.3472,18.186,0.35,1.6856,5.5188,0.2324,7.4368,16.3268,5.9836,23.7048,22.484,6.5072,6.16
87,CUB,Cuba,04:_Rest Central America,D,GWP_100_CO2,LULUC (Production),120.835,120.835,120.835,120.835,120.835,120.835,120.835,120.835,120.835,120.835,120.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,CUB,Cuba,04:_Rest Central America,D,GWP_100_CH4,LULUC (Production),27.482,27.482,27.482,27.482,27.482,27.482,43.022,34.9272,73.8864,74.8804,104.4372,13.6724,21.5292,7.3304,23.8532,40.3228,23.4472,14.3724,8.9012,42.5292,11.8692,28.1036,12.7988,19.2584,7.3304,21.5852,6.5744,18.9112,4.3624
89,CUB,Cuba,04:_Rest Central America,D,GWP_100_N2O,LULUC (Production),15.6615,15.6615,15.6615,15.6615,15.6615,15.6615,11.978,9.7255,20.564,20.8555,29.0705,11.819,18.603,6.3335,20.617,34.8475,20.2725,12.4285,7.685,36.7555,10.2555,24.274,11.0505,16.642,6.3335,18.656,5.671,16.3505,3.763
90,CYM,Cayman Islands,04:_Rest Central America,D,GWP_100_CO2,LULUC (Production),4.5012,4.5012,4.5012,4.5012,4.5012,4.5012,4.5012,4.5012,4.5012,4.5012,4.5012,4.7254,4.7254,4.7254,4.7254,4.7254,4.7254,4.7254,4.7254,4.7254,4.7254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,CYP,Cyprus,12:_Central Europe,I,GWP_100_CO2,LULUC (Production),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6204,11.6204,11.6204,11.6204,11.6204,11.6204,11.6204,11.6204,11.6204,11.6204,8.9649,8.9649,8.9649,8.9649,8.9649,30.3359,30.3359,30.3359
92,CZE,Czechia,12:_Central Europe,I,GWP_100_CO2,LULUC (Production),0.0,0.0,0.0,359.9708,359.7561,359.1551,358.6517,359.2587,358.7835,357.4863,356.094,762.7503,761.1753,758.4552,757.5268,757.4043,757.2035,757.1473,756.9751,756.6428,756.6744,1209.6871,1209.7281,1209.7081,1209.6062,1209.6062,1077.8221,1077.877,1078.0103
93,CZE,Czechia,12:_Central Europe,I,GWP_100_N2O,LULUC (Production),0.0,0.0,0.0,37.5505,37.524,37.3385,37.259,37.4975,37.418,37.1795,36.8085,36.57,36.252,35.669,35.4835,35.4305,35.404,35.404,35.404,35.3245,35.351,35.3775,35.3775,35.3775,35.351,35.351,35.245,35.298,35.404
94,DEU,Germany,11:_OECD_Europe,I,GWP_100_CO2,LULUC (Production),10298.9536,10298.9536,10298.9536,10298.9536,10286.2059,10284.9979,10261.9178,10253.715,10209.37,10205.5549,10118.8766,10088.373,10026.4073,9953.8662,9871.6854,9875.0996,9872.7834,9872.175,9867.1759,9863.135,9863.092,9861.1334,9859.6728,9856.5938,9833.3562,9832.0246,9639.8494,9629.7956,9627.2744
119,FJI,Fiji,24:_Oceania,D,GWP_100_CO2,LULUC (Production),109.2469,109.2469,109.2469,109.2469,109.2469,109.2469,109.2469,109.2469,109.2469,109.2469,109.2469,109.2469,109.2469,109.6516,109.6516,109.9513,109.0226,108.4981,107.6896,106.356,106.356,104.3328,104.3328,104.3328,105.7419,105.3373,106.3573,106.3573,106.3573
95,DEU,Germany,11:_OECD_Europe,I,GWP_100_N2O,LULUC (Production),3730.299,3730.299,3730.299,3730.299,3727.8345,3733.3465,3729.0005,3727.4635,3580.362,3718.162,3713.4185,3708.41,3694.9745,3678.624,3660.763,3661.77,3661.77,3662.9095,3661.823,3661.77,3662.4325,3662.459,3662.3265,3661.558,3656.841,3656.576,3650.5605,3649.4475,3651.859
96,DMA,Dominica,04:_Rest Central America,D,GWP_100_CO2,LULUC (Production),54.9141,54.9141,54.9141,54.9141,54.9141,54.9141,54.9141,54.9141,54.9141,54.9141,54.9141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,DNK,Denmark,11:_OECD_Europe,I,GWP_100_CO2,LULUC (Production),1165.7954,1165.7954,1165.7954,1165.7954,1165.5697,1166.8434,1165.3035,1164.594,1164.2399,1154.404,1154.3089,1156.6152,1155.5035,1154.344,1152.6845,1152.0896,1151.4102,1151.649,1150.555,1149.9142,1151.6874,1152.0978,1152.1096,1152.0859,1150.6939,1150.5918,3402.5217,3401.7267,3400.5666
98,DNK,Denmark,11:_OECD_Europe,I,GWP_100_N2O,LULUC (Production),283.6295,283.6295,283.6295,283.6295,283.5765,283.8945,283.603,283.444,283.391,281.1915,281.165,281.377,281.112,280.8735,280.7145,280.741,280.635,280.9,280.8205,280.8205,281.218,281.3505,281.377,281.324,281.0855,281.059,280.5025,280.3965,280.264
99,DOM,Dominican Republic,04:_Rest Central America,D,GWP_100_CO2,LULUC (Production),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.68,603.68,603.68
100,DOM,Dominican Republic,04:_Rest Central America,D,GWP_100_CH4,LULUC (Production),2.8756,2.8756,2.8756,2.8756,2.8756,2.8756,3.0268,5.908,10.5868,10.374,15.876,0.0,0.0,0.35,0.5824,1.7444,0.2324,0.1736,0.35,0.5236,0.2324,0.1176,0.2912,0.2324,0.0588,5.5244,0.0,0.4648,0.0
101,DOM,Dominican Republic,04:_Rest Central America,D,GWP_100_N2O,LULUC (Production),1.1395,1.1395,1.1395,1.1395,1.1395,1.1395,0.848,1.643,2.9415,2.8885,4.4255,0.0,0.0,0.2915,0.5035,1.5105,0.212,0.159,0.2915,0.4505,0.212,0.106,0.2385,0.212,0.053,4.77,0.0,0.3975,0.0
102,DZA,Algeria,07:_Northern_Africa,D,GWP_100_CO2,LULUC (Production),684.9333,684.9333,684.9333,684.9333,684.9333,684.9333,684.9333,684.9333,684.9333,684.9333,684.9333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.32,276.32,276.32,276.32,276.32,637.8973,637.8973,637.8973
103,ECU,Ecuador,06:_Rest South America,D,GWP_100_CO2,LULUC (Production),37610.8195,37610.8195,37610.8195,37610.8195,37610.8195,37610.8195,37610.8195,37610.8195,37610.8195,37610.8195,37610.8195,29086.2497,29086.2497,29086.2497,29159.5364,29159.5364,29159.5364,29159.5364,29159.5364,29159.5364,29159.5364,20454.9584,20454.9584,20454.9584,20454.9584,20454.9584,26149.686,26149.686,26149.686
104,ECU,Ecuador,06:_Rest South America,D,GWP_100_N2O,LULUC (Production),4.2135,4.2135,4.2135,4.2135,4.2135,4.2135,3.975,3.922,3.9485,3.8955,3.8955,4.2665,4.1075,4.1605,13.5945,13.833,13.674,13.3825,13.038,13.038,15.476,13.4885,13.4885,13.038,13.1175,13.3295,13.621,12.879,13.1705
105,ECU,Ecuador,06:_Rest South America,D,GWP_100_CH4,LULUC (Production),0.658,0.658,0.658,0.658,0.658,0.658,0.8428,0.6412,0.7532,0.5908,0.56,0.2324,0.0588,0.1148,0.812,1.1032,0.9296,0.5796,0.1736,0.1736,3.0212,0.6972,0.6972,0.1736,0.2912,0.5236,0.8708,0.0,0.3472
106,EGY,Egypt,07:_Northern_Africa,D,GWP_100_CO2,LULUC (Production),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,915.1512,915.1512,915.1512,915.1512,915.1512,182.8177,182.8177,182.8177
107,ERI,Eritrea,09:_Eastern_Africa,D,GWP_100_CO2,LULUC (Production),0.0,0.0,0.0,676.9839,676.9839,676.9839,676.9839,676.9839,676.9839,676.9839,676.9839,624.2378,624.2378,624.2378,624.2378,624.2378,624.2378,624.2378,624.2378,624.2378,624.2378,827.5453,827.5453,827.5453,827.5453,827.5453,661.7086,661.7086,661.7086
108,ERI,Eritrea,09:_Eastern_Africa,D,GWP_100_N2O,LULUC (Production),0.0,0.0,0.0,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53
109,ESH,Western Sahara,07:_Northern_Africa,D,GWP_100_CO2,LULUC (Production),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.1448,37.1448,37.1448,37.1448,37.1448,37.1448,37.1448,37.1448,37.1448,37.1448,7.6911,7.6911,7.6911,7.6911,7.6911,0.0,0.0,0.0
110,ESP,Spain,11:_OECD_Europe,I,GWP_100_CO2,LULUC (Production),375.0719,375.0719,375.0719,375.0719,373.9319,372.3907,372.3907,372.3907,387.5448,424.746,438.4595,433.489,470.651,471.8194,480.0307,479.5592,479.0877,469.6775,469.6775,468.1124,466.1153,926.6664,926.6664,923.5262,922.3593,922.3593,1260.9552,1255.3667,1253.3666
111,ESP,Spain,11:_OECD_Europe,I,GWP_100_N2O,LULUC (Production),48.76,48.76,48.76,48.76,48.601,48.4155,48.4155,48.4155,51.569,56.445,58.1145,57.4255,62.6725,62.8315,63.9445,63.8385,63.7325,62.54,62.54,62.4605,62.275,61.8775,61.8775,61.5065,61.3475,61.3475,60.6585,59.9695,59.7575
112,EST,Estonia,12:_Central Europe,I,GWP_100_CO2,LULUC (Production),0.0,0.0,2025.0935,2025.0935,2025.0596,2075.7675,2082.0144,2091.0316,2160.665,2323.9185,2379.611,2399.1364,2418.8129,2426.0479,2455.7636,2462.1047,2468.3009,2480.6586,2484.9941,2495.1179,2523.0005,2536.1993,2540.264,2543.3278,2539.6192,2539.515,2509.4572,2507.8421,2525.6842
113,EST,Estonia,12:_Central Europe,I,GWP_100_N2O,LULUC (Production),0.0,0.0,489.0575,489.0575,489.0575,500.3465,501.7775,503.8445,520.46,558.302,573.0095,578.177,582.788,584.113,591.957,593.5735,595.1635,598.5555,600.543,603.458,610.8515,614.4025,615.489,616.4695,615.7275,615.7275,608.5725,608.2015,612.362
114,ETH,Ethiopia,09:_Eastern_Africa,D,GWP_100_CO2,LULUC (Production),0.0,0.0,0.0,26158.3517,26158.3517,26184.5821,26193.5831,26190.3637,26223.508,26289.3149,26280.5021,36982.1584,37038.3788,37023.0708,37048.7061,37088.9306,37088.7383,37090.4516,37127.812,37193.4726,37207.0778,38548.3358,38542.5676,38493.5016,38378.5996,38378.5996,38142.3791,38114.6778,38055.5759
115,ETH,Ethiopia,09:_Eastern_Africa,D,GWP_100_N2O,LULUC (Production),0.0,0.0,0.0,926.652,926.652,929.2755,788.5605,834.8825,825.8725,887.5645,892.1755,904.657,972.762,1017.9975,991.9215,1042.0595,954.371,1022.688,973.027,934.125,1042.245,1046.6175,1043.464,973.9015,980.288,950.6345,957.8955,989.1655,932.9325
116,ETH,Ethiopia,09:_Eastern_Africa,D,GWP_100_CH4,LULUC (Production),0.0,0.0,0.0,194.1996,194.1996,194.1996,7.5768,175.9996,131.0568,327.194,345.17,119.3136,192.276,247.576,214.0572,266.9184,165.6116,244.44,181.2972,127.5064,250.8856,252.98,249.9,169.7388,191.926,157.598,170.492,210.2828,151.1496
117,FIN,Finland,11:_OECD_Europe,I,GWP_100_CO2,LULUC (Production),7357.3499,7357.3499,7357.3499,7357.3499,7356.6547,7368.7138,7374.4442,7393.049,7434.1994,7615.5736,7823.336,29155.9545,29225.2388,29280.9075,29433.4645,29468.8532,29487.0345,29508.3206,29531.9833,29581.7659,29629.6666,14004.8098,14028.5452,14034.023,14057.4113,14057.4513,6621.9898,6698.0261,6941.462
118,FIN,Finland,11:_OECD_Europe,I,GWP_100_N2O,LULUC (Production),1378.901,1378.901,1378.901,1378.901,1378.742,1380.703,1382.0545,1385.9235,1394.483,1427.078,1474.513,1485.1925,1499.8205,1512.9645,1546.4075,1555.868,1561.5655,1568.5085,1578.393,1594.7965,1608.0995,1624.9535,1633.672,1635.7655,1642.3375,1642.364,1661.7885,1678.9075,1743.806
120,FJI,Fiji,24:_Oceania,D,GWP_100_N2O,LULUC (Production),15.211,15.211,15.211,15.211,15.211,15.211,14.204,15.9795,16.748,13.78,12.8525,12.826,12.826,18.2055,12.879,12.9055,12.7995,13.038,13.409,23.214,14.681,12.2695,12.2695,12.2695,16.0325,16.43,12.5345,12.879,13.5945
121,FJI,Fiji,24:_Oceania,D,GWP_100_CH4,LULUC (Production),4.2,4.2,4.2,4.2,4.2,4.2,4.9224,11.3484,14.0952,3.458,0.056,0.0,0.0,6.1628,0.0,0.0,0.0,0.35,0.8736,12.3872,2.5004,0.0,0.0,0.0,4.1272,4.6508,0.0588,0.4648,1.2796
122,FLK,Falkland Islands (Malvinas),06:_Rest South America,D,GWP_100_N2O,LULUC (Production),611.567,611.567,611.567,611.567,905.558,905.558,905.558,905.558,905.6375,905.452,905.399,904.551,904.445,904.445,904.445,904.074,903.968,903.862,903.8885,903.597,903.703,903.703,903.703,903.809,903.809,903.809,903.809,903.809,903.809
123,FLK,Falkland Islands (Malvinas),06:_Rest South America,D,GWP_100_CO2,LULUC (Production),173.8837,173.8837,173.8837,173.8837,254.7739,254.7739,254.7739,254.7739,254.7929,254.743,254.9564,251.1188,250.7581,250.7581,251.2285,249.7878,249.4276,249.3984,249.4086,249.3283,249.5753,249.5753,249.5753,249.6062,249.6062,249.6062,249.6062,249.6062,249.6062
124,FRA,France,11:_OECD_Europe,I,GWP_100_CO2,LULUC (Production),5550.3681,5550.3681,5550.3681,5550.3681,5546.1349,5545.5713,5535.8733,5522.7395,5511.0718,5488.5745,5471.8076,5450.4845,5407.6299,5359.2159,5279.477,5278.0859,5277.7141,5273.1679,5270.1414,5266.3165,5266.64,5265.5237,5264.048,5262.8867,5256.2739,5256.2739,5254.0384,5253.9282,5254.9404
125,FRA,France,11:_OECD_Europe,I,GWP_100_N2O,LULUC (Production),725.0135,725.0135,725.0135,725.0135,724.5365,725.305,724.881,723.397,722.496,719.899,718.3885,715.553,710.73,705.536,697.4535,697.2945,697.215,696.897,696.208,695.731,695.678,695.784,695.7575,695.625,695.201,695.201,694.883,694.83,695.837
126,FRO,Faroe Islands,11:_OECD_Europe,I,GWP_100_N2O,LULUC (Production),37.5505,37.5505,37.5505,37.5505,37.5505,37.5505,37.524,37.524,37.524,37.524,37.524,37.524,37.524,37.524,37.524,37.524,37.524,37.524,37.524,37.524,37.524,37.524,37.524,37.524,37.524,37.524,37.524,37.524,37.524
127,FRO,Faroe Islands,11:_OECD_Europe,I,GWP_100_CO2,LULUC (Production),16.6059,16.6059,16.6059,16.6059,16.6059,16.6059,16.5938,16.5938,16.5938,16.5938,16.5938,16.5938,16.5938,16.5938,16.5938,16.5938,16.5938,16.5938,16.5938,16.5938,16.5938,16.5938,16.5938,16.5938,16.5938,16.5938,16.5938,16.5938,16.5938
128,FSM,"Micronesia, Federated States of",24:_Oceania,D,GWP_100_CO2,LULUC (Production),0.0,351.988,351.988,351.988,351.988,351.988,351.988,351.988,351.988,351.988,351.988,351.8219,351.8219,351.8219,351.8219,351.8219,351.8219,351.8219,351.8219,351.8219,351.8219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,GAB,Gabon,08:_Western_Africa,D,GWP_100_CO2,LULUC (Production),3607.8056,3607.8056,3607.8056,3607.8056,3607.8056,3607.0813,3606.6712,3606.4188,3608.877,3649.6819,3654.9361,3149.8812,3157.8799,3172.8168,3192.0599,3192.5961,3192.3912,3192.3917,3191.4792,3189.5568,3184.6531,6443.742,6442.8272,6444.2784,6447.5752,6447.5752,6451.4477,6455.2637,6464.6952
130,GAB,Gabon,08:_Western_Africa,D,GWP_100_N2O,LULUC (Production),77.38,77.38,77.38,77.38,77.38,77.327,75.949,69.695,69.7745,73.829,72.6365,69.801,74.836,81.673,112.1745,92.5645,91.425,82.7065,93.704,84.9325,86.125,100.806,83.21,91.531,81.9645,90.895,92.061,95.4265,90.683
131,GAB,Gabon,08:_Western_Africa,D,GWP_100_CH4,LULUC (Production),22.918,22.918,22.918,22.918,22.918,22.918,51.996,29.5904,29.1788,30.0496,24.0912,2.2064,7.2016,13.5324,46.8104,24.0436,22.7668,12.6616,25.4968,15.5064,17.4244,33.9752,13.706,23.1728,11.732,22.0696,22.9404,26.4264,19.9192
132,GBR,United Kingdom of Great Britain and Northern Ireland,11:_OECD_Europe,I,GWP_100_N2O,LULUC (Production),4303.282,4303.282,4303.282,4303.282,4302.858,4301.5065,4289.025,4243.6305,4243.8425,4238.3835,4232.262,4229.2675,4224.9745,4220.178,4215.1695,4214.6925,4215.3285,4213.6325,4212.7315,4211.7245,4212.069,4212.7845,4213.5265,4215.355,4212.7315,4212.758,4213.4735,4213.182,4208.677
133,GBR,United Kingdom of Great Britain and Northern Ireland,11:_OECD_Europe,I,GWP_100_CO2,LULUC (Production),2666.0665,2666.0665,2666.0665,2666.0665,2665.0061,2662.7221,2659.3112,2659.3403,2661.9402,2671.1673,2667.0684,2658.0444,2653.8603,2645.5894,2639.8546,2639.2704,2638.746,2633.8435,2631.5102,2633.0481,2633.5551,2633.3753,2633.0571,2634.731,2634.1225,2634.1313,2635.8786,2637.0914,2638.7987
134,GHA,Ghana,08:_Western_Africa,D,GWP_100_CO2,LULUC (Production),23700.805,23700.805,23700.805,23700.805,23700.805,23703.0044,23703.4915,23703.4915,23703.4915,23703.4915,23706.6263,25388.8495,25388.9674,25389.0225,25387.4905,25387.4905,25387.2155,25386.6851,25381.4451,25377.7449,25376.5979,4306.9022,4304.7102,4299.7215,4298.3233,4298.3233,94.2886,94.7641,97.8166
135,GHA,Ghana,08:_Western_Africa,D,GWP_100_CH4,LULUC (Production),133.8904,133.8904,133.8904,133.8904,133.8904,133.8904,126.3724,445.4828,1028.4232,649.4572,719.0484,8.3636,8.0752,8.19,9.8168,12.838,28.1148,28.1736,10.6316,1.8004,3.8332,8.0752,11.2112,7.1456,3.136,7.7252,43.3916,15.6856,16.9624
136,GHA,Ghana,08:_Western_Africa,D,GWP_100_N2O,LULUC (Production),55.1465,55.1465,55.1465,55.1465,55.1465,55.3585,47.329,136.157,298.443,192.9465,212.6625,19.9545,19.6895,19.7955,20.988,23.6115,36.782,36.782,21.0145,12.932,14.5485,18.179,20.6435,16.5625,12.9055,16.8805,47.7,23.8235,25.228
137,GIN,Guinea,08:_Western_Africa,D,GWP_100_CO2,LULUC (Production),10870.5922,10870.5922,10870.5922,10870.5922,10870.2822,10861.9694,10859.3054,10856.8186,10862.3035,10856.7788,10842.0717,11253.1811,11245.7308,11238.7714,11234.1137,11236.4099,11235.3462,11232.6391,11229.313,11230.0981,11234.4191,11094.2886,11096.4569,11098.6295,11103.9593,11103.9593,12393.2679,12397.6674,12406.8846
138,GIN,Guinea,08:_Western_Africa,D,GWP_100_N2O,LULUC (Production),200.1545,200.1545,200.1545,200.1545,200.0485,198.697,167.374,195.2255,297.701,251.5645,198.3525,139.019,151.6595,190.959,187.196,203.202,215.445,197.5045,212.795,191.012,176.119,196.0735,209.827,207.5745,201.6915,247.8545,181.631,150.891,139.602
139,GIN,Guinea,08:_Western_Africa,D,GWP_100_CH4,LULUC (Production),142.506,142.506,142.506,142.506,142.506,142.506,169.9292,271.3508,636.762,473.634,289.8504,26.2052,42.07,88.7824,85.1228,103.3116,117.6588,97.328,115.5672,90.4708,72.5172,95.1188,110.7848,107.9596,100.4472,153.8684,76.9832,40.7344,26.432
140,GLP,Guadeloupe,04:_Rest Central America,D,GWP_100_CO2,LULUC (Production),66.66,66.66,66.66,66.66,66.66,66.66,66.66,66.66,66.66,66.66,66.66,53.328,53.328,53.328,53.328,53.328,53.328,53.328,53.328,53.328,53.328,0.0,0.0,0.0,0.0,0.0,44.44,44.44,44.44
141,GMB,Gambia,08:_Western_Africa,D,GWP_100_CO2,LULUC (Production),527.6271,527.6271,527.6271,527.6271,527.6271,527.6271,527.6271,527.6271,527.6271,527.6271,527.6271,527.6271,527.6271,527.6271,527.6271,527.6271,527.6271,527.6271,527.6271,527.6271,527.6271,527.5351,527.5351,527.5351,527.5351,527.5351,527.7191,527.7191,527.7191
142,GMB,Gambia,08:_Western_Africa,D,GWP_100_CH4,LULUC (Production),58.3184,58.3184,58.3184,58.3184,58.3184,58.3184,38.7156,67.0236,33.6868,131.9192,78.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1736
